id,categories,submission_date,predicted_tag
2205.00159,cs.CV,2022-04-30 04:37:01,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2204.03304,cs.LG,2022-04-07 09:12:00,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Cluster analysis']"
2205.00302,cs.LG,2022-04-30 16:35:40,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
2204.05737,cs.CV,2022-04-12 12:25:05,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2204.03873,cs.CV,2022-04-08 06:53:23,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Spatial and physical reasoning']"
2204.00944,cs.CV,2022-04-02 22:00:27,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Image segmentation']"
2204.12511,cs.CV,2022-04-26 18:00:04,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning linear models', 'Perceptron algorithm']"
2205.11454,cs.LG,2022-05-23 16:45:02,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2205.04796,cs.RO,2022-05-10 10:50:22,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
2205.15582,cs.CV,2022-05-31 07:47:18,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2205.12453,cs.CL,2022-05-25 02:51:57,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Learning to rank']"
2205.07523,cs.CL,2022-05-16 08:56:53,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
2205.02035,cs.CL,2022-05-04 12:48:49,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
2205.04639,cs.CV,2022-05-10 02:59:39,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Image segmentation']"
2205.15850,cs.CL,2022-05-31 14:55:29,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
2205.08714,cs.CV,2022-05-18 04:20:23,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2205.03364,cs.RO,2022-05-06 16:58:09,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
2205.13485,cs.NE,2022-05-26 16:49:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2205.09111,cs.CV,2022-05-18 17:58:11,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Reconstruction']"
2205.05572,cs.CV,2022-05-11 15:39:21,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2205.13988,cs.LG,2022-05-27 14:01:08,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Ensemble methods', 'Boosting']"
2205.02283,cs.LG,2022-05-04 18:39:07,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
2205.15217,cs.CV,2022-05-30 16:22:53,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Discrete space search']"
2206.06322,cs.LG,2022-05-29 18:24:59,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Multi-task learning', 'Lifelong machine learning']"
2205.13858,cs.CL,2022-05-27 09:40:33,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
2205.11558,cs.AI,2022-05-23 18:17:58,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
2205.02065,cs.CV,2022-05-04 13:54:34,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2205.12905,cs.LG,2022-05-25 16:51:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Ensemble methods', 'Boosting']"
2205.01871,cs.CV,2022-05-04 03:25:13,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2205.10203,cs.CV,2022-05-20 14:26:38,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
2205.12912,cs.CV,2022-05-25 17:05:47,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Computational photography']"
2205.03192,cs.RO,2022-05-06 13:14:19,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Evolutionary robotics']"
2206.04246,cs.CV,2022-06-09 03:17:57,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
2206.10974,cs.NE,2022-06-22 10:59:26,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Heuristic function construction']"
2206.09744,cs.RO,2022-06-20 12:48:15,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Search with partial observations']"
2206.09506,cs.RO,2022-06-19 23:30:18,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
2206.13366,cs.NE,2022-06-27 15:22:46,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Evolutionary robotics']"
2206.07028,cs.CV,2022-06-14 17:49:44,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Shape representations']"
2206.09082,cs.CV,2022-06-18 01:43:43,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Hierarchical representations']"
2206.10589,cs.CV,2022-06-21 17:59:56,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2206.03233,cs.RO,2022-06-07 12:26:07,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
2206.00777,cs.RO,2022-06-01 21:40:35,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Motion path planning']"
2206.02310,cs.RO,2022-06-06 01:45:34,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Partially-observable Markov decision processes']"
2206.05763,cs.CV,2022-06-12 15:10:33,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2206.10665,cs.CV,2022-06-21 18:29:17,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
2206.11459,cs.CV,2022-06-23 02:39:09,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2206.11239,cs.LG,2022-06-22 17:36:26,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Multi-agent systems']"
2206.04365,cs.CV,2022-06-09 09:17:38,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2206.13676,cs.LG,2022-06-28 01:01:34,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2206.04400,cs.RO,2022-06-09 10:25:39,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
2206.08572,cs.CV,2022-06-17 06:08:43,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Motion capture']"
2206.04042,cs.CV,2022-06-08 17:55:50,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2206.07477,cs.RO,2022-06-15 12:27:47,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
2206.09606,cs.LG,2022-06-20 07:31:17,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2206.09403,cs.CL,2022-06-19 13:43:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
2206.01696,cs.LG,2022-06-03 17:14:53,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2206.02118,cs.CV,2022-06-05 07:59:08,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2207.06351,cs.CV,2022-07-13 17:04:05,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Feature selection']"
2207.14145,cs.LG,2022-07-28 15:08:41,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Latent variable models']"
2207.12964,cs.CV,2022-07-26 15:20:07,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
2207.09161,cs.CV,2022-07-19 10:01:31,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2207.07028,cs.LG,2022-07-14 15:59:55,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Feature selection']"
2207.05730,cs.CV,2022-07-10 09:03:01,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2207.13505,cs.CV,2022-07-27 13:15:54,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Image segmentation']"
2207.06937,cs.CV,2022-07-14 14:01:03,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Video segmentation']"
2207.07846,cs.RO,2022-07-16 05:58:09,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
2207.05605,cs.CV,2022-07-12 15:18:41,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Image segmentation']"
2207.07333,cs.CV,2022-07-15 08:05:41,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2207.08356,cs.CV,2022-07-18 02:41:04,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
2207.09332,cs.CV,2022-07-19 15:35:23,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2207.06831,cs.CV,2022-07-14 11:40:32,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2207.05708,cs.LG,2022-07-12 17:30:02,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2207.02126,cs.CV,2022-07-05 15:47:31,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Hierarchical representations']"
2207.01260,cs.LG,2022-07-04 08:49:23,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
2207.07253,cs.CV,2022-07-15 01:59:14,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2207.02802,cs.CL,2022-07-06 16:45:25,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
2207.00182,cs.CV,2022-07-01 03:05:40,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Reconstruction']"
2207.11094,cs.CV,2022-07-22 14:07:46,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Shape inference']"
2207.03006,cs.CV,2022-07-06 22:42:34,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Hierarchical representations']"
2207.08522,cs.CL,2022-07-18 11:37:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
2207.08386,cs.CV,2022-07-18 05:30:45,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
2207.02152,cs.LG,2022-07-05 16:17:04,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2208.01912,cs.CL,2022-08-03 08:33:21,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
2208.02802,cs.CV,2022-08-04 17:55:09,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
2208.06827,cs.CV,2022-08-14 10:54:49,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
2208.11663,cs.CL,2022-08-24 16:56:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
2208.09106,cs.LG,2022-08-19 00:55:05,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Markov decision processes']"
2208.12477,cs.CV,2022-08-26 07:35:28,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Semi-supervised learning settings']"
2208.06825,cs.LG,2022-08-14 10:33:58,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2208.04547,cs.CL,2022-08-09 05:32:29,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
2208.10816,cs.CL,2022-08-23 09:00:58,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
2208.13414,cs.CV,2022-08-29 08:14:00,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Hierarchical representations']"
2208.14037,cs.AI,2022-08-30 07:37:03,"['Computing methodologies', 'Artificial intelligence', 'Philosophical/theoretical foundations of artificial intelligence']"
2208.05924,cs.LG,2022-08-11 16:51:27,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
2208.11856,cs.RO,2022-08-25 03:48:12,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Cognitive robotics']"
2208.07482,cs.LG,2022-08-16 00:45:39,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2208.11726,cs.LG,2022-08-24 18:11:04,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2208.08728,cs.CV,2022-08-18 09:20:48,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Shape representations']"
2208.04441,cs.CV,2022-08-08 22:02:10,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Visual content-based indexing and retrieval']"
2208.04639,cs.CV,2022-08-09 09:57:56,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Anomaly detection']"
2208.06778,cs.LG,2022-08-14 05:14:50,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Factorization methods', 'Non-negative matrix factorization']"
2208.07736,cs.CV,2022-08-16 13:12:19,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Mixture models']"
2208.08464,cs.LG,2022-08-17 18:09:19,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
2208.13423,cs.CL,2022-08-29 08:47:49,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
2208.12419,cs.CV,2022-08-26 03:29:00,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Shape representations']"
2208.09355,cs.RO,2022-08-19 14:08:30,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
2208.01840,cs.CV,2022-08-03 04:51:56,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2209.08532,cs.CV,2022-09-18 10:54:50,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Scene understanding']"
2209.05263,cs.CL,2022-09-12 14:13:13,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Causal reasoning and diagnostics']"
2209.11794,cs.RO,2022-09-23 18:16:56,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Markov decision processes']"
2209.02492,cs.CV,2022-09-06 13:37:25,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Motion capture']"
2209.03100,cs.NE,2022-09-07 12:25:16,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Discrete space search']"
2209.11335,cs.CV,2022-09-22 22:20:30,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2209.02902,cs.AI,2022-09-07 03:19:29,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
2209.07428,cs.NE,2022-09-15 16:23:45,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Anomaly detection']"
2209.10074,cs.CV,2022-09-21 02:33:49,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
2209.04333,cs.CL,2022-09-09 14:45:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
2209.07053,cs.CL,2022-09-15 05:14:31,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
2209.15579,cs.LG,2022-09-30 16:45:15,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum entropy modeling']"
2209.11766,cs.LG,2022-09-22 14:17:24,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2209.13369,cs.CV,2022-09-27 13:17:06,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
2209.04041,cs.CL,2022-09-08 21:40:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
2209.15428,cs.RO,2022-09-30 12:34:37,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
2209.08747,cs.CV,2022-09-19 03:46:13,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
2210.00125,cs.RO,2022-09-30 22:48:21,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
2209.13750,cs.CL,2022-09-28 00:08:24,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
2209.12138,cs.CV,2022-09-25 03:58:49,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
2209.14757,cs.CV,2022-09-29 13:08:49,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Hierarchical representations']"
2209.11708,cs.CV,2022-09-19 15:22:58,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Shape representations']"
2209.11055,cs.CL,2022-09-22 14:48:11,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
2209.14783,cs.CV,2022-09-29 13:49:57,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
2209.08578,cs.RO,2022-09-18 15:02:51,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2210.13669,cs.CL,2022-10-25 00:07:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
2210.02023,cs.LG,2022-10-05 05:12:02,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Markov decision processes']"
2210.13232,cs.LG,2022-10-20 00:11:36,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Probabilistic reasoning']"
2210.15457,cs.CV,2022-10-27 14:15:13,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
2210.13084,cs.CL,2022-10-24 10:05:30,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
2210.13865,cs.CL,2022-10-25 09:40:48,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
2210.07016,cs.CV,2022-10-13 13:24:34,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Batch learning']"
2210.00586,cs.CV,2022-10-02 17:53:08,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
2210.17127,cs.CL,2022-10-31 08:12:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
2210.02305,cs.RO,2022-10-05 14:46:03,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
2210.09500,cs.LG,2022-10-18 00:47:16,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Multi-task learning', 'Lifelong machine learning']"
